playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8470144,2011,Frans Nielsen,NYI,C,other,82,2537.0,54.0,25.94,0.36,0.44,0.44,0.44,0.44,0.47,190.0,3.68,0.33,0.24,0.69,0.13,2.16,1.46,0.33,0.33,0.33,0.0,1.0,3.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,0.0,0.0,29.0,0.0,2.0,0.0,4.0,1.0,0.0,0.21,0.12,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.06,0.0,0.0,0.39,0.39,0.39,54.0,13.0,12.0,11.0,18.0,5.0,7.0,12.0,30.0,29.0,32.0,4806.0,0.0,0.0,0.0,4.0,30.58,6.6,6.48,6.6,6.48,30.0,13.0,17.0,60.0,3.0,2.0,0.0,24.0,12.0,7.0,0.95,1.49,4.16,0.0,0.0,3.0,60.0,43.0,43.0,0.63,0.46,0.46,6.76,6.76,6.68,39.26,11.85,10.86,11.85,10.86,41.0,13.0,21.0,75.0,13.0,5.0,2.0,19.0,15.0,20.0,0.54,1.8,9.51,2.0,3.0,8.0,75.0,54.0,54.0,0.86,2.44,2.44,10.27,10.27,9.64,9.13,11.48,96.0,124.0,0.0,0.0,1.0,1.0,0.0,0.0
8470144,2011,Frans Nielsen,NYI,C,all,82,85867.0,1837.0,43.42,0.5,0.48,0.51,0.47,0.51,0.48,350.0,129.17,12.67,8.7,27.9,4.27,69.9,57.55,12.44,12.77,12.54,13.0,17.0,133.0,48.0,51.0,232.0,47.0,17.0,5.0,5.0,38.0,3.0,48.0,70.0,116.0,164.0,3.0,6.0,523.0,29.0,58.0,33.0,135.0,39.0,7.0,4.29,4.86,3.53,3.0,8.0,6.0,232.34,181.0,181.41,13.0,1.94,1.15,2.86,11.74,11.79,11.62,1837.0,300.0,309.0,336.0,892.0,219.0,197.0,263.0,1158.0,523.0,633.0,214111.0,6.0,20.0,9.0,66.0,678.74,69.26,67.09,69.39,67.21,707.0,251.0,357.0,1315.0,74.0,42.0,14.0,721.0,165.0,72.0,20.31,20.12,28.83,20.0,20.0,34.0,1310.22,958.0,956.0,10.81,11.47,11.4,68.68,68.68,67.35,663.5,69.22,66.37,69.72,66.83,652.0,272.0,361.0,1285.0,68.0,48.0,9.0,661.0,187.0,76.0,18.7,22.95,27.57,22.0,23.0,23.0,1293.89,924.0,929.81,10.64,12.76,13.32,66.54,66.91,65.41,157.72,169.69,3090.0,3536.0,0.0,0.0,0.0,0.0,0.0,0.0
8470144,2011,Frans Nielsen,NYI,C,5on5,82,62023.0,1343.0,43.42,0.47,0.49,0.49,0.47,0.51,0.48,531.0,94.13,7.42,6.01,21.53,3.05,51.87,43.11,7.33,7.52,7.42,10.0,9.0,96.0,37.0,43.0,176.0,31.0,12.0,4.0,3.0,29.0,1.0,35.0,52.0,84.0,121.0,3.0,6.0,391.0,27.0,41.0,25.0,105.0,24.0,4.0,3.37,2.93,1.13,3.0,6.0,3.0,176.34,133.0,133.41,12.0,1.23,1.02,1.04,7.62,7.66,7.61,1343.0,158.0,188.0,272.0,725.0,178.0,145.0,188.0,832.0,391.0,476.0,183993.0,6.0,12.0,6.0,47.0,459.66,34.65,34.0,34.78,34.13,478.0,177.0,229.0,884.0,41.0,26.0,8.0,529.0,97.0,29.0,14.6,11.51,8.54,16.0,15.0,10.0,879.22,655.0,653.0,5.84,6.19,6.09,34.41,34.41,34.13,461.88,38.32,37.09,38.82,37.55,442.0,198.0,270.0,910.0,38.0,30.0,6.0,492.0,112.0,36.0,13.89,13.76,10.68,17.0,14.0,7.0,918.89,640.0,645.81,6.17,8.35,8.74,35.75,36.13,35.66,121.02,124.27,2610.0,2934.0,2.49,2.0,45.0,53.0,39.0,40.0
8470144,2011,Frans Nielsen,NYI,C,4on5,82,9411.0,257.0,41.16,0.18,0.11,0.14,0.1,0.15,0.13,183.0,8.08,0.84,0.43,1.26,0.25,2.51,5.71,0.83,0.84,0.83,0.0,0.0,8.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,11.0,0.0,0.0,75.0,1.0,9.0,2.0,6.0,5.0,0.0,0.16,0.68,0.0,0.0,0.0,0.0,12.0,11.0,11.0,1.0,0.1,0.0,0.0,0.94,0.94,0.93,257.0,3.0,109.0,32.0,113.0,14.0,35.0,32.0,176.0,75.0,9.0,12484.0,0.0,2.0,1.0,0.0,23.87,3.24,3.23,3.24,3.23,24.0,8.0,6.0,38.0,1.0,0.0,0.0,18.0,9.0,5.0,0.55,1.31,1.38,0.0,0.0,1.0,38.0,32.0,32.0,0.29,0.0,0.0,3.53,3.53,3.52,127.35,14.51,13.95,14.51,13.95,131.0,49.0,61.0,241.0,15.0,12.0,1.0,118.0,48.0,14.0,3.4,5.71,5.41,2.0,6.0,7.0,241.0,180.0,180.0,3.13,1.7,1.87,15.77,15.77,15.36,2.8,21.74,40.0,356.0,0.16,0.01,2.0,4.0,2.0,2.0
8470144,2011,Frans Nielsen,NYI,C,5on4,82,11896.0,183.0,43.8,0.87,0.83,0.86,0.82,0.83,0.81,278.0,21.7,3.78,1.94,4.15,0.79,12.78,6.58,3.67,3.78,3.67,3.0,7.0,24.0,6.0,5.0,35.0,15.0,5.0,1.0,2.0,6.0,2.0,10.0,6.0,19.0,25.0,0.0,0.0,22.0,1.0,4.0,6.0,20.0,7.0,3.0,0.55,0.83,2.4,0.0,2.0,3.0,35.0,30.0,30.0,0.0,0.52,0.12,1.82,2.47,2.47,2.39,183.0,126.0,0.0,21.0,36.0,22.0,10.0,31.0,120.0,22.0,99.0,10840.0,0.0,6.0,2.0,14.0,156.8,23.86,22.51,23.86,22.51,168.0,49.0,99.0,316.0,29.0,14.0,6.0,145.0,41.0,31.0,4.04,5.06,14.75,4.0,5.0,20.0,316.0,217.0,217.0,3.94,4.82,4.86,22.95,22.95,22.05,30.46,3.69,3.65,3.69,3.65,34.0,10.0,7.0,51.0,1.0,1.0,0.0,28.0,12.0,4.0,0.79,1.69,1.22,1.0,0.0,0.0,51.0,44.0,44.0,0.41,0.27,0.27,3.83,3.83,3.83,18.44,3.67,268.0,58.0,0.0,0.55,2.0,7.0,0.0,6.0
8467439,2011,Jaroslav Spacek,CAR,D,other,46,1480.0,34.0,15.18,0.48,0.41,0.53,0.43,0.56,0.41,124.0,2.63,0.28,0.22,0.56,0.1,1.8,1.05,0.26,0.28,0.26,1.0,0.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.05,0.23,0.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0,0.06,0.0,0.0,0.33,0.33,0.32,34.0,9.0,8.0,4.0,13.0,4.0,4.0,4.0,22.0,0.0,0.0,3983.0,0.0,0.0,0.0,3.0,22.31,2.75,2.49,2.75,2.49,24.0,7.0,7.0,38.0,2.0,0.0,0.0,16.0,12.0,3.0,0.59,1.42,0.74,1.0,1.0,0.0,38.0,31.0,31.0,0.52,0.0,0.0,3.27,3.27,2.97,15.88,2.97,2.21,2.97,2.21,13.0,11.0,10.0,34.0,1.0,3.0,1.0,14.0,6.0,4.0,0.36,0.65,1.96,0.0,0.0,1.0,34.0,24.0,24.0,0.23,0.98,0.98,2.22,2.22,1.9,7.42,10.81,82.0,110.0,0.04,0.06,3.0,1.0,2.0,1.0
8467439,2011,Jaroslav Spacek,CAR,D,all,46,44391.0,1002.0,19.55,0.53,0.48,0.53,0.47,0.53,0.48,248.0,41.97,2.75,2.73,11.69,1.43,24.91,17.5,2.66,2.78,2.69,7.0,3.0,42.0,19.0,40.0,101.0,15.0,5.0,4.0,0.0,8.0,2.0,22.0,20.0,37.0,56.0,4.0,8.0,0.0,29.0,14.0,18.0,54.0,5.0,2.0,1.27,0.51,0.97,2.0,1.0,2.0,101.77,61.0,61.57,14.0,0.61,0.55,0.21,3.15,3.18,3.1,1002.0,168.0,104.0,158.0,572.0,127.0,140.0,127.0,608.0,0.0,0.0,124349.0,8.0,10.0,5.0,68.0,429.29,36.34,34.82,36.62,35.09,420.0,175.0,202.0,797.0,36.0,36.0,5.0,444.0,122.0,29.0,12.72,14.7,8.92,15.0,14.0,7.0,803.24,595.0,599.54,6.64,5.53,5.59,37.39,37.7,36.65,374.42,32.45,30.67,32.36,30.57,365.0,156.0,174.0,695.0,23.0,32.0,5.0,391.0,100.0,30.0,10.76,12.44,9.24,10.0,5.0,8.0,692.8,521.0,519.52,5.18,7.42,7.42,30.21,30.15,29.29,90.96,99.2,1871.0,2071.0,0.0,0.0,0.0,0.0,0.0,0.0
8467439,2011,Jaroslav Spacek,CAR,D,5on5,46,36986.0,837.0,19.55,0.5,0.47,0.51,0.48,0.51,0.49,249.0,31.49,1.12,1.82,9.36,1.1,18.54,14.04,1.09,1.15,1.12,5.0,2.0,31.0,15.0,35.0,81.0,9.0,2.0,4.0,0.0,7.0,1.0,16.0,16.0,29.0,44.0,3.0,6.0,0.0,27.0,10.0,14.0,45.0,1.0,0.0,1.04,0.09,0.0,2.0,0.0,0.0,81.77,46.0,46.57,12.0,0.36,0.55,0.12,1.37,1.4,1.37,837.0,116.0,89.0,142.0,490.0,111.0,121.0,99.0,506.0,0.0,0.0,98734.0,6.0,6.0,3.0,61.0,332.63,25.45,24.49,25.73,24.76,322.0,137.0,163.0,622.0,27.0,27.0,4.0,350.0,91.0,18.0,9.87,10.8,4.78,12.0,12.0,3.0,628.24,459.0,463.54,4.44,4.74,4.8,25.1,25.4,24.88,316.55,25.04,24.21,24.95,24.13,307.0,130.0,155.0,592.0,20.0,26.0,4.0,334.0,81.0,22.0,8.99,10.12,5.94,9.0,5.0,6.0,589.8,437.0,435.52,4.23,5.71,5.71,23.57,23.51,23.11,59.06,65.3,1473.0,1577.0,3.35,0.45,81.0,13.0,65.0,9.0
8467439,2011,Jaroslav Spacek,CAR,D,4on5,46,1623.0,52.0,13.52,0.16,0.15,0.2,0.1,0.18,0.11,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,5.0,7.0,38.0,2.0,9.0,9.0,32.0,0.0,0.0,6844.0,2.0,0.0,0.0,0.0,4.15,0.39,0.39,0.39,0.39,5.0,1.0,2.0,8.0,0.0,0.0,0.0,4.0,2.0,0.0,0.09,0.3,0.0,0.0,0.0,0.0,8.0,6.0,6.0,0.06,0.0,0.0,0.45,0.45,0.45,18.9,2.12,2.05,2.12,2.05,18.0,10.0,5.0,33.0,1.0,0.0,0.0,19.0,8.0,1.0,0.69,1.06,0.37,0.0,0.0,1.0,33.0,28.0,28.0,0.42,0.0,0.0,2.54,2.54,2.45,1.46,8.19,21.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0
8467439,2011,Jaroslav Spacek,CAR,D,5on4,46,4302.0,79.0,15.47,0.81,0.93,0.82,0.9,0.79,0.9,97.0,7.1,1.25,0.63,1.67,0.21,4.21,2.03,1.2,1.25,1.2,1.0,1.0,7.0,3.0,5.0,15.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,1.0,2.0,0.19,0.09,0.97,0.0,0.0,2.0,15.0,10.0,10.0,0.0,0.18,0.0,0.09,1.33,1.33,1.3,79.0,41.0,2.0,5.0,31.0,10.0,6.0,15.0,48.0,0.0,0.0,6480.0,0.0,0.0,0.0,1.0,63.05,7.07,6.8,7.07,6.8,62.0,27.0,27.0,116.0,7.0,9.0,1.0,68.0,13.0,8.0,2.02,1.65,3.4,2.0,1.0,4.0,116.0,89.0,89.0,1.53,0.79,0.79,7.81,7.81,7.59,16.28,1.64,1.53,1.64,1.53,20.0,3.0,2.0,25.0,0.0,3.0,0.0,16.0,5.0,2.0,0.4,0.61,0.63,0.0,0.0,0.0,25.0,23.0,23.0,0.21,0.73,0.73,1.12,1.12,1.08,12.83,1.01,172.0,20.0,0.31,0.0,5.0,0.0,5.0,0.0
