playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8475792,2013,Brett Connolly,T.B,R,other,11,98.0,2.0,0.49,0.61,0.26,0.88,0.17,0.86,0.08,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,466.0,0.0,0.0,0.0,0.0,4.07,0.98,0.95,0.98,0.95,4.0,2.0,1.0,7.0,2.0,0.0,0.0,4.0,0.0,2.0,0.19,0.0,0.79,0.0,0.0,2.0,7.0,6.0,6.0,0.1,0.0,0.0,1.08,1.08,1.05,0.6,0.63,0.28,0.63,0.28,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.63,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.63,0.63,0.28,0.53,1.52,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8475792,2013,Brett Connolly,T.B,R,all,11,7932.0,185.0,0.73,0.51,0.49,0.52,0.51,0.53,0.5,101.0,11.84,1.28,0.92,2.64,0.4,7.03,4.73,1.28,1.27,1.26,0.0,0.0,12.0,5.0,1.0,18.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,8.0,11.0,16.0,2.0,4.0,25.0,9.0,3.0,1.0,12.0,4.0,1.0,0.46,0.53,0.29,1.0,0.0,0.0,17.63,17.0,16.95,1.0,0.19,0.0,0.1,1.38,1.36,1.36,185.0,38.0,6.0,39.0,102.0,27.0,30.0,23.0,105.0,25.0,27.0,32199.0,4.0,4.0,2.0,1.0,64.42,5.57,5.47,5.65,5.54,66.0,24.0,26.0,116.0,5.0,7.0,1.0,71.0,14.0,5.0,2.31,1.63,1.63,2.0,0.0,3.0,116.84,90.0,91.05,0.95,0.79,0.79,5.73,5.81,5.72,55.49,5.39,4.99,5.32,4.93,56.0,23.0,27.0,106.0,10.0,3.0,1.0,56.0,20.0,3.0,1.61,2.61,1.17,2.0,7.0,1.0,104.96,79.0,77.94,0.81,0.19,0.19,6.01,5.93,5.53,22.55,23.72,512.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0
8475792,2013,Brett Connolly,T.B,R,5on5,11,7006.0,166.0,0.73,0.5,0.51,0.49,0.53,0.5,0.53,91.0,10.4,1.26,0.82,2.33,0.36,6.03,4.21,1.25,1.24,1.24,0.0,0.0,10.0,5.0,1.0,16.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,6.0,9.0,14.0,2.0,4.0,24.0,9.0,3.0,1.0,10.0,4.0,1.0,0.43,0.53,0.29,1.0,0.0,0.0,15.63,15.0,14.95,1.0,0.17,0.0,0.1,1.33,1.31,1.31,166.0,28.0,5.0,37.0,96.0,25.0,28.0,19.0,94.0,24.0,27.0,24951.0,4.0,4.0,2.0,1.0,55.5,4.47,4.39,4.55,4.47,56.0,21.0,21.0,98.0,3.0,7.0,1.0,60.0,14.0,3.0,2.0,1.63,0.84,2.0,0.0,1.0,98.84,77.0,78.05,0.76,0.79,0.79,4.44,4.52,4.46,53.46,4.5,4.44,4.43,4.38,53.0,23.0,26.0,102.0,8.0,3.0,1.0,56.0,18.0,2.0,1.61,2.34,0.54,2.0,6.0,0.0,100.96,76.0,74.94,0.78,0.19,0.19,5.09,5.0,4.96,15.9,15.3,401.0,349.0,0.06,0.06,3.0,5.0,3.0,4.0
8475792,2013,Brett Connolly,T.B,R,4on5,11,60.0,1.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8475792,2013,Brett Connolly,T.B,R,5on4,11,768.0,16.0,0.75,0.32,0.87,0.79,0.91,0.78,0.91,72.0,1.44,0.03,0.1,0.3,0.04,1.0,0.52,0.03,0.03,0.03,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.02,0.0,0.0,0.05,0.05,0.05,16.0,9.0,1.0,1.0,5.0,2.0,2.0,3.0,9.0,0.0,0.0,2418.0,0.0,0.0,0.0,0.0,4.86,0.12,0.12,0.12,0.12,6.0,1.0,4.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,0.09,0.0,0.0,0.21,0.21,0.21,1.42,0.27,0.27,0.27,0.27,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.27,0.0,0.0,1.0,0.0,3.0,2.0,2.0,0.02,0.0,0.0,0.29,0.29,0.29,3.35,0.48,67.0,7.0,0.0,0.08,0.0,1.0,0.0,1.0
8469457,2013,Stephen Weiss,DET,C,other,26,576.0,13.0,0.8,0.56,0.48,0.76,0.47,0.8,0.48,68.0,2.71,1.1,0.2,0.68,0.1,0.51,0.41,0.98,1.1,0.98,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.1,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.05,0.0,1.1,0.05,0.05,0.05,13.0,7.0,0.0,2.0,4.0,3.0,1.0,2.0,7.0,4.0,5.0,2123.0,0.0,0.0,0.0,0.0,15.7,2.73,2.37,2.73,2.37,13.0,7.0,6.0,26.0,2.0,4.0,1.0,12.0,2.0,6.0,0.25,0.29,2.18,0.0,0.0,2.0,26.0,20.0,20.0,0.35,1.12,1.12,1.95,1.95,1.7,4.07,2.15,2.11,2.15,2.11,5.0,0.0,3.0,8.0,2.0,1.0,0.0,2.0,1.0,2.0,0.08,0.19,1.88,0.0,0.0,2.0,8.0,5.0,5.0,0.07,0.19,0.19,2.03,2.03,2.0,4.9,5.22,44.0,50.0,0.0,0.04,0.0,1.0,0.0,1.0
8469457,2013,Stephen Weiss,DET,C,all,26,23025.0,548.0,0.36,0.43,0.5,0.46,0.5,0.46,0.51,178.0,22.83,2.86,1.58,5.25,0.82,11.83,9.66,2.71,2.87,2.73,1.0,1.0,28.0,4.0,5.0,37.0,4.0,2.0,2.0,1.0,10.0,0.0,7.0,11.0,26.0,30.0,6.0,12.0,184.0,4.0,13.0,10.0,26.0,1.0,5.0,1.0,0.18,1.68,1.0,0.0,1.0,37.6,32.0,32.35,3.0,0.34,0.29,1.41,1.8,1.82,1.81,548.0,95.0,64.0,100.0,289.0,78.0,80.0,71.0,319.0,184.0,173.0,71936.0,12.0,6.0,3.0,10.0,154.6,10.83,10.42,10.84,10.43,166.0,53.0,58.0,277.0,9.0,7.0,1.0,189.0,19.0,11.0,4.81,2.32,3.71,5.0,1.0,3.0,281.29,219.0,221.02,2.29,1.46,1.46,11.67,11.7,11.39,183.22,14.38,14.15,14.31,14.09,184.0,72.0,72.0,328.0,13.0,8.0,3.0,210.0,36.0,10.0,5.47,4.57,4.33,4.0,4.0,5.0,323.72,256.0,253.66,2.27,1.89,2.08,14.56,14.47,14.31,51.64,51.6,1040.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0
8469457,2013,Stephen Weiss,DET,C,5on5,26,19159.0,450.0,0.36,0.37,0.51,0.42,0.52,0.42,0.52,173.0,16.45,1.34,1.07,3.93,0.58,9.68,7.41,1.32,1.35,1.33,1.0,0.0,20.0,4.0,5.0,29.0,2.0,1.0,1.0,0.0,8.0,0.0,5.0,9.0,19.0,23.0,6.0,12.0,157.0,4.0,10.0,9.0,22.0,1.0,1.0,0.9,0.18,0.26,1.0,0.0,0.0,29.61,24.0,24.34,3.0,0.22,0.26,0.3,1.26,1.28,1.27,450.0,65.0,52.0,90.0,243.0,61.0,67.0,63.0,259.0,157.0,140.0,55897.0,12.0,6.0,3.0,9.0,110.05,6.31,6.26,6.32,6.27,120.0,38.0,44.0,202.0,5.0,2.0,0.0,141.0,15.0,2.0,4.07,1.75,0.49,4.0,1.0,0.0,206.29,158.0,160.02,1.34,0.3,0.3,7.35,7.38,7.32,158.54,10.59,10.41,10.52,10.35,160.0,62.0,61.0,283.0,9.0,7.0,3.0,184.0,31.0,7.0,4.89,3.78,1.92,4.0,3.0,2.0,278.73,222.0,219.66,1.88,1.7,1.9,10.57,10.48,10.36,33.97,32.18,808.0,744.0,0.19,1.06,10.0,15.0,8.0,15.0
8469457,2013,Stephen Weiss,DET,C,4on5,26,1117.0,32.0,1.65,0.27,0.14,0.11,0.11,0.14,0.15,59.0,0.93,0.31,0.09,0.08,0.02,0.2,0.29,0.31,0.31,0.31,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.31,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.02,0.0,0.0,0.33,0.33,0.33,32.0,1.0,9.0,2.0,20.0,2.0,8.0,3.0,19.0,8.0,13.0,3388.0,0.0,0.0,0.0,0.0,2.45,0.48,0.48,0.48,0.48,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.04,0.12,0.31,1.0,0.0,0.0,3.0,3.0,3.0,0.03,0.0,0.0,0.51,0.51,0.51,13.41,1.26,1.25,1.26,1.25,12.0,7.0,6.0,25.0,1.0,0.0,0.0,15.0,3.0,1.0,0.31,0.41,0.53,0.0,0.0,1.0,25.0,19.0,19.0,0.25,0.0,0.0,1.5,1.5,1.5,0.7,4.15,11.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
8469457,2013,Stephen Weiss,DET,C,5on4,26,2173.0,53.0,-0.5,0.96,0.9,0.9,0.92,0.93,0.92,133.0,2.01,0.08,0.2,0.37,0.09,1.12,1.15,0.08,0.08,0.08,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,14.0,0.0,1.0,0.0,3.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.05,0.03,0.0,0.13,0.13,0.13,53.0,22.0,3.0,6.0,22.0,12.0,4.0,3.0,34.0,14.0,4.0,4906.0,0.0,0.0,0.0,0.0,25.67,1.3,1.3,1.3,1.3,29.0,8.0,8.0,45.0,1.0,1.0,0.0,34.0,1.0,2.0,0.42,0.16,0.72,0.0,0.0,1.0,45.0,37.0,37.0,0.56,0.03,0.03,1.83,1.83,1.83,2.08,0.06,0.06,0.06,0.06,3.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.02,0.0,0.0,0.08,0.08,0.08,8.43,0.89,142.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
