playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8475793,2014,Ryan Johansen,CBJ,C,other,82,5202.0,94.0,53.11,0.51,0.46,0.59,0.41,0.58,0.4,176.0,21.02,4.35,1.53,3.92,0.76,13.29,7.15,4.23,4.35,4.23,2.0,6.0,19.0,12.0,10.0,41.0,10.0,2.0,1.0,0.0,3.0,1.0,14.0,10.0,17.0,29.0,0.0,0.0,61.0,2.0,3.0,0.0,19.0,4.0,8.0,0.7,0.6,3.05,1.0,0.0,1.0,41.0,31.0,31.0,0.0,0.48,0.84,0.0,4.83,4.83,4.69,94.0,21.0,24.0,4.0,45.0,8.0,13.0,27.0,46.0,61.0,38.0,4385.0,0.0,2.0,1.0,6.0,73.01,16.94,16.31,16.94,16.31,78.0,29.0,43.0,150.0,15.0,4.0,2.0,64.0,20.0,23.0,2.49,2.52,11.94,3.0,1.0,11.0,150.0,107.0,107.0,1.59,2.21,2.21,16.32,16.32,15.8,56.64,16.0,15.1,16.0,15.1,53.0,26.0,24.0,103.0,14.0,0.0,0.0,46.0,15.0,18.0,1.65,1.81,12.55,0.0,2.0,12.0,103.0,79.0,79.0,0.93,0.0,0.0,16.94,16.94,16.0,8.99,10.64,102.0,147.0,0.0,0.2,0.0,1.0,0.0,1.0
8475793,2014,Ryan Johansen,CBJ,C,all,82,95951.0,2064.0,58.64,0.53,0.43,0.51,0.45,0.51,0.44,189.0,198.42,21.8,13.89,43.93,6.28,108.81,76.3,20.93,21.73,20.87,24.0,21.0,202.0,69.0,83.0,354.0,71.0,26.0,9.0,3.0,37.0,8.0,102.0,89.0,176.0,245.0,19.0,40.0,851.0,84.0,60.0,53.0,194.0,51.0,26.0,6.44,6.33,9.03,10.0,5.0,11.0,351.43,271.0,269.26,13.0,3.24,2.74,2.6,22.44,22.39,21.65,2064.0,348.0,428.0,307.0,981.0,267.0,319.0,385.0,1093.0,851.0,787.0,203936.0,40.0,32.0,16.0,33.0,851.53,92.05,88.85,91.93,88.74,868.0,314.0,370.0,1552.0,101.0,61.0,21.0,847.0,246.0,89.0,24.63,30.93,36.49,30.0,26.0,45.0,1541.92,1182.0,1175.26,14.22,16.8,16.82,89.46,89.27,87.19,822.12,80.07,77.06,80.42,77.38,843.0,305.0,331.0,1479.0,89.0,44.0,13.0,853.0,230.0,65.0,24.79,27.37,27.91,19.0,35.0,35.0,1488.22,1148.0,1153.96,12.24,9.35,9.71,82.6,82.9,80.58,119.3,155.82,2663.0,3268.0,0.0,0.0,0.0,0.0,0.0,0.0
8475793,2014,Ryan Johansen,CBJ,C,5on5,82,71236.0,1507.0,58.64,0.49,0.47,0.48,0.47,0.48,0.47,279.0,123.07,10.69,8.16,29.28,3.86,65.04,48.97,10.41,10.62,10.35,13.0,7.0,127.0,39.0,48.0,214.0,35.0,15.0,3.0,2.0,20.0,3.0,63.0,62.0,112.0,151.0,15.0,30.0,555.0,77.0,47.0,41.0,126.0,31.0,9.0,4.48,3.91,2.3,8.0,4.0,3.0,211.43,166.0,164.26,12.0,1.7,0.65,1.89,10.49,10.44,10.29,1507.0,216.0,222.0,273.0,796.0,214.0,271.0,276.0,746.0,555.0,527.0,165676.0,30.0,22.0,11.0,21.0,574.31,46.22,45.14,46.1,45.02,582.0,213.0,235.0,1030.0,50.0,33.0,7.0,600.0,162.0,33.0,17.56,20.17,8.49,25.0,15.0,10.0,1019.92,795.0,788.25,7.86,6.18,6.2,47.88,47.7,47.07,627.31,48.06,46.69,48.41,47.02,641.0,236.0,259.0,1136.0,56.0,34.0,11.0,675.0,173.0,29.0,19.69,20.42,7.95,19.0,27.0,10.0,1145.23,877.0,882.96,8.49,7.19,7.26,49.29,49.59,48.83,89.13,100.06,2206.0,2464.0,2.17,1.11,37.0,43.0,29.0,35.0
8475793,2014,Ryan Johansen,CBJ,C,4on5,82,6240.0,261.0,52.24,0.14,0.09,0.1,0.11,0.12,0.11,375.0,7.09,1.13,0.39,0.97,0.19,2.01,4.33,1.13,1.13,1.13,0.0,0.0,8.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,6.0,7.0,1.0,2.0,108.0,1.0,8.0,0.0,3.0,4.0,2.0,0.04,0.55,0.54,0.0,0.0,2.0,9.0,9.0,9.0,0.0,0.09,0.0,0.0,1.22,1.22,1.21,261.0,2.0,178.0,8.0,73.0,15.0,18.0,34.0,194.0,108.0,106.0,22223.0,2.0,4.0,2.0,0.0,14.86,1.99,1.98,1.99,1.98,17.0,2.0,2.0,21.0,2.0,0.0,0.0,9.0,7.0,3.0,0.22,0.89,0.87,0.0,0.0,2.0,21.0,19.0,19.0,0.18,0.0,0.0,2.16,2.16,2.16,103.46,12.42,11.8,12.42,11.8,112.0,31.0,43.0,186.0,15.0,7.0,1.0,99.0,31.0,13.0,2.38,3.93,6.1,0.0,5.0,10.0,186.0,143.0,143.0,2.42,1.53,1.81,13.03,13.03,12.42,4.11,40.94,70.0,583.0,0.0,0.13,0.0,2.0,0.0,2.0
8475793,2014,Ryan Johansen,CBJ,C,5on4,82,13273.0,202.0,55.28,0.89,0.95,0.88,0.92,0.86,0.91,220.0,44.56,5.42,3.6,9.2,1.38,26.63,14.77,4.99,5.42,4.99,8.0,8.0,46.0,15.0,25.0,86.0,23.0,7.0,5.0,1.0,11.0,4.0,19.0,15.0,39.0,54.0,3.0,8.0,124.0,4.0,2.0,12.0,43.0,11.0,7.0,1.12,1.16,3.14,1.0,1.0,5.0,86.0,61.0,61.0,1.0,0.92,1.26,0.71,5.64,5.64,5.24,202.0,109.0,4.0,22.0,67.0,30.0,17.0,48.0,107.0,124.0,106.0,10311.0,8.0,4.0,2.0,5.0,181.63,26.02,24.69,26.02,24.69,184.0,66.0,87.0,337.0,33.0,24.0,12.0,168.0,52.0,30.0,4.14,6.69,15.19,2.0,9.0,22.0,337.0,250.0,250.0,4.44,8.41,8.41,22.05,22.05,21.31,29.78,3.11,2.98,3.11,2.98,32.0,10.0,4.0,46.0,4.0,3.0,1.0,28.0,9.0,5.0,0.85,0.94,1.32,0.0,1.0,3.0,46.0,42.0,42.0,0.33,0.63,0.63,2.8,2.8,2.78,14.08,0.79,258.0,23.0,0.01,0.0,1.0,0.0,1.0,0.0
8475792,2014,Brett Connolly,BOS,R,other,55,1675.0,33.0,6.86,0.41,0.61,0.74,0.57,0.7,0.59,128.0,2.93,0.47,0.29,0.42,0.13,2.21,0.49,0.43,0.47,0.43,0.0,0.0,2.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.01,0.45,0.0,0.0,1.0,0.0,5.0,4.0,4.0,0.0,0.09,0.0,0.0,0.55,0.55,0.52,33.0,11.0,2.0,4.0,16.0,6.0,3.0,6.0,18.0,2.0,1.0,5658.0,0.0,0.0,0.0,0.0,11.99,1.9,1.67,1.9,1.67,10.0,6.0,13.0,29.0,2.0,1.0,1.0,8.0,6.0,2.0,0.31,0.94,0.65,0.0,1.0,1.0,29.0,16.0,16.0,0.34,0.41,0.41,1.83,1.83,1.71,3.67,2.79,2.79,2.79,2.79,2.0,5.0,3.0,10.0,1.0,0.0,0.0,1.0,0.0,6.0,0.01,0.0,2.78,0.0,0.0,1.0,10.0,7.0,7.0,0.03,0.0,0.0,2.82,2.82,2.82,11.25,7.05,78.0,59.0,0.0,0.21,0.0,2.0,0.0,2.0
8475792,2014,Brett Connolly,BOS,R,all,55,40095.0,883.0,22.51,0.61,0.52,0.6,0.51,0.6,0.51,523.0,80.2,8.61,6.38,15.94,2.54,46.13,31.39,8.35,8.67,8.41,2.0,3.0,83.0,28.0,32.0,143.0,17.0,12.0,4.0,1.0,21.0,5.0,39.0,30.0,71.0,99.0,21.0,48.0,18.0,90.0,9.0,6.0,71.0,34.0,6.0,2.62,4.12,1.87,0.0,9.0,3.0,143.72,111.0,111.54,1.0,1.41,0.53,0.67,9.36,9.41,9.24,883.0,158.0,77.0,145.0,503.0,138.0,111.0,136.0,498.0,18.0,25.0,160299.0,48.0,21.0,9.0,13.0,340.13,31.75,30.51,31.98,30.72,328.0,149.0,185.0,662.0,31.0,17.0,7.0,345.0,111.0,21.0,10.44,13.61,7.71,5.0,16.0,10.0,665.72,477.0,479.45,5.61,5.22,5.74,31.62,31.78,31.17,228.04,20.27,19.85,20.32,19.9,228.0,91.0,116.0,435.0,16.0,12.0,2.0,247.0,54.0,18.0,7.62,6.66,5.99,7.0,4.0,5.0,436.27,319.0,320.53,3.12,2.33,2.33,21.06,21.1,20.88,131.03,121.98,2446.0,2353.0,0.0,0.0,0.0,0.0,0.0,0.0
8475792,2014,Brett Connolly,BOS,R,5on5,55,32431.0,741.0,22.51,0.56,0.56,0.55,0.54,0.55,0.54,525.0,65.19,6.6,4.77,13.35,2.04,37.15,27.09,6.48,6.66,6.53,2.0,2.0,71.0,20.0,26.0,117.0,14.0,10.0,3.0,1.0,17.0,3.0,33.0,25.0,61.0,81.0,17.0,37.0,11.0,83.0,9.0,4.0,60.0,27.0,4.0,2.36,3.16,1.08,0.0,8.0,2.0,117.72,91.0,91.54,1.0,0.99,0.5,0.45,7.15,7.2,7.12,741.0,95.0,72.0,129.0,445.0,120.0,101.0,108.0,412.0,11.0,18.0,124316.0,37.0,15.0,6.0,13.0,261.22,21.63,20.95,21.85,21.16,257.0,112.0,136.0,505.0,19.0,11.0,3.0,277.0,79.0,13.0,8.63,9.33,3.68,3.0,12.0,4.0,508.72,369.0,371.44,3.71,2.61,2.93,22.41,22.58,22.26,215.42,16.76,16.35,16.82,16.4,217.0,83.0,108.0,408.0,15.0,12.0,2.0,237.0,51.0,12.0,7.36,6.19,3.21,7.0,4.0,4.0,409.27,300.0,301.53,3.0,2.33,2.33,17.43,17.47,17.26,93.73,73.45,1984.0,1675.0,0.98,0.64,22.0,20.0,18.0,14.0
8475792,2014,Brett Connolly,BOS,R,4on5,55,32.0,1.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.05,0.05,0.05,0.05,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.01,0.0,0.0,0.06,0.06,0.06,0.0,0.49,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8475792,2014,Brett Connolly,BOS,R,5on4,55,5957.0,108.0,20.83,0.93,0.81,0.91,0.82,0.91,0.79,241.0,11.42,1.51,1.28,2.01,0.35,6.4,3.45,1.41,1.51,1.41,0.0,1.0,9.0,6.0,4.0,19.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,5.0,8.0,14.0,4.0,11.0,5.0,5.0,0.0,2.0,9.0,4.0,2.0,0.21,0.51,0.79,0.0,0.0,1.0,19.0,15.0,15.0,0.0,0.32,0.03,0.22,1.61,1.61,1.57,108.0,52.0,2.0,12.0,42.0,12.0,7.0,22.0,67.0,5.0,0.0,8449.0,11.0,2.0,1.0,0.0,62.7,7.74,7.44,7.74,7.44,58.0,28.0,34.0,120.0,10.0,5.0,3.0,56.0,24.0,6.0,1.33,3.03,3.38,2.0,3.0,5.0,120.0,86.0,86.0,1.48,2.2,2.4,6.82,6.82,6.68,6.81,0.59,0.58,0.59,0.58,9.0,0.0,3.0,12.0,0.0,0.0,0.0,6.0,3.0,0.0,0.12,0.47,0.0,0.0,0.0,0.0,12.0,9.0,9.0,0.07,0.0,0.0,0.66,0.66,0.65,12.17,2.9,173.0,37.0,0.02,0.0,1.0,0.0,1.0,0.0
