playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8475793,2012,Ryan Johansen,CBJ,C,other,40,1089.0,27.0,4.8,0.71,0.42,0.65,0.48,0.61,0.44,107.0,3.76,0.32,0.19,0.77,0.12,1.63,1.96,0.32,0.32,0.32,0.0,1.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,2.0,0.0,0.06,0.27,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.05,0.0,0.0,0.37,0.37,0.37,27.0,9.0,3.0,3.0,12.0,6.0,4.0,3.0,14.0,12.0,13.0,3125.0,0.0,2.0,1.0,0.0,18.63,2.65,2.54,2.65,2.54,18.0,7.0,10.0,35.0,2.0,2.0,1.0,12.0,9.0,4.0,0.45,1.11,1.09,0.0,1.0,1.0,35.0,25.0,25.0,0.48,0.4,0.4,2.73,2.73,2.65,12.03,1.07,1.0,1.07,1.0,12.0,4.0,3.0,19.0,0.0,0.0,0.0,10.0,6.0,0.0,0.3,0.78,0.0,0.0,0.0,0.0,19.0,16.0,16.0,0.2,0.0,0.0,1.27,1.27,1.19,5.9,8.19,76.0,81.0,0.04,0.0,1.0,0.0,1.0,0.0
8475793,2012,Ryan Johansen,CBJ,C,all,40,38602.0,843.0,9.35,0.53,0.46,0.51,0.46,0.5,0.45,251.0,77.06,6.84,5.9,15.07,2.31,42.23,30.64,6.66,6.9,6.72,5.0,2.0,84.0,19.0,15.0,118.0,12.0,5.0,4.0,1.0,12.0,3.0,35.0,44.0,79.0,98.0,6.0,12.0,272.0,42.0,15.0,6.0,73.0,24.0,6.0,2.47,2.73,1.65,0.0,2.0,3.0,118.17,103.0,102.78,0.0,1.29,0.74,1.04,7.09,7.17,7.07,843.0,154.0,98.0,124.0,467.0,131.0,100.0,119.0,493.0,272.0,257.0,109523.0,12.0,16.0,8.0,14.0,313.93,24.43,23.69,24.63,23.88,320.0,112.0,157.0,589.0,24.0,19.0,6.0,336.0,73.0,23.0,9.35,8.48,6.6,6.0,8.0,10.0,591.11,432.0,433.09,5.14,3.9,3.9,25.68,25.85,25.44,306.52,21.62,20.73,21.73,20.82,323.0,104.0,131.0,558.0,25.0,22.0,7.0,350.0,62.0,15.0,9.44,7.78,4.4,10.0,9.0,6.0,557.96,427.0,428.47,4.12,5.03,5.05,20.7,20.75,20.29,60.38,70.45,1417.0,1643.0,0.0,0.0,0.0,0.0,0.0,0.0
8475793,2012,Ryan Johansen,CBJ,C,5on5,40,32025.0,702.0,9.35,0.45,0.44,0.44,0.47,0.44,0.46,234.0,58.05,5.24,3.94,11.82,1.7,30.68,23.61,5.14,5.3,5.19,4.0,1.0,64.0,13.0,10.0,87.0,10.0,5.0,3.0,1.0,7.0,3.0,25.0,34.0,59.0,72.0,5.0,10.0,216.0,41.0,14.0,4.0,55.0,17.0,5.0,1.9,1.94,1.4,0.0,2.0,3.0,87.17,77.0,76.78,0.0,0.82,0.3,0.79,5.27,5.34,5.3,702.0,109.0,82.0,110.0,401.0,107.0,90.0,97.0,408.0,216.0,207.0,88333.0,10.0,14.0,7.0,14.0,219.51,15.82,15.51,16.02,15.7,226.0,74.0,110.0,410.0,16.0,12.0,3.0,235.0,52.0,13.0,6.44,6.1,3.29,4.0,6.0,6.0,412.11,300.0,301.09,2.99,2.32,2.32,16.49,16.66,16.5,278.31,19.24,18.5,19.35,18.59,295.0,94.0,126.0,515.0,24.0,21.0,7.0,325.0,50.0,14.0,8.84,6.29,4.11,10.0,8.0,6.0,514.96,389.0,390.47,3.7,5.02,5.03,17.9,17.96,17.67,38.83,48.6,1105.0,1255.0,1.11,0.61,17.0,20.0,11.0,14.0
8475793,2012,Ryan Johansen,CBJ,C,4on5,40,308.0,24.0,3.43,0.0,0.28,0.0,0.15,0.0,0.18,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,10.0,3.0,10.0,2.0,3.0,4.0,15.0,4.0,18.0,6068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.34,0.26,0.34,0.26,4.0,4.0,0.0,8.0,0.0,1.0,0.0,6.0,2.0,0.0,0.14,0.2,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.12,0.01,0.01,0.44,0.44,0.35,1.97,5.12,23.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
8475793,2012,Ryan Johansen,CBJ,C,5on4,40,5180.0,90.0,8.19,0.87,0.89,0.91,0.88,0.88,0.89,153.0,13.76,1.21,1.69,2.14,0.45,9.17,4.35,1.13,1.21,1.13,1.0,0.0,14.0,5.0,4.0,23.0,1.0,0.0,1.0,0.0,4.0,0.0,9.0,5.0,14.0,19.0,1.0,2.0,32.0,1.0,1.0,2.0,13.0,5.0,1.0,0.43,0.52,0.26,0.0,0.0,0.0,23.0,19.0,19.0,0.0,0.41,0.44,0.26,1.36,1.36,1.31,90.0,35.0,3.0,8.0,44.0,16.0,3.0,15.0,56.0,32.0,4.0,6498.0,2.0,0.0,0.0,0.0,68.83,5.36,5.05,5.36,5.05,70.0,27.0,34.0,131.0,5.0,4.0,2.0,82.0,9.0,6.0,2.21,0.93,2.23,2.0,0.0,3.0,131.0,97.0,97.0,1.57,0.99,0.99,5.94,5.94,5.78,9.69,0.83,0.83,0.83,0.83,11.0,2.0,0.0,13.0,0.0,0.0,0.0,9.0,3.0,1.0,0.16,0.39,0.28,0.0,0.0,0.0,13.0,13.0,13.0,0.1,0.0,0.0,0.93,0.93,0.93,9.16,1.16,141.0,19.0,0.12,0.0,2.0,0.0,2.0,0.0
8469457,2012,Stephen Weiss,FLA,C,other,17,389.0,10.0,1.56,0.56,0.2,0.61,0.36,0.63,0.33,40.0,2.1,0.13,0.14,0.41,0.07,1.36,0.88,0.12,0.13,0.12,1.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,2.0,8.0,0.0,3.0,1.0,2.0,1.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.04,0.0,0.0,0.17,0.17,0.17,10.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,5.0,8.0,4.0,640.0,2.0,0.0,0.0,0.0,12.13,1.23,1.17,1.23,1.17,11.0,6.0,2.0,19.0,2.0,0.0,0.0,10.0,6.0,1.0,0.29,0.72,0.21,0.0,2.0,0.0,19.0,17.0,17.0,0.27,0.0,0.0,1.5,1.5,1.43,7.02,0.98,0.97,0.98,0.97,5.0,5.0,2.0,12.0,2.0,0.0,0.0,6.0,3.0,1.0,0.17,0.43,0.38,0.0,1.0,1.0,12.0,10.0,10.0,0.16,0.0,0.13,1.0,1.0,1.0,0.87,3.49,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
8469457,2012,Stephen Weiss,FLA,C,all,17,18830.0,414.0,-0.66,0.36,0.48,0.45,0.48,0.43,0.5,48.0,18.93,2.06,1.28,3.82,0.6,10.69,7.56,2.03,2.03,2.0,2.0,1.0,19.0,7.0,14.0,40.0,4.0,1.0,1.0,0.0,4.0,0.0,8.0,12.0,18.0,25.0,6.0,15.0,141.0,6.0,13.0,2.0,19.0,4.0,3.0,0.49,0.46,1.1,0.0,0.0,1.0,39.53,26.0,25.66,1.0,0.3,0.33,0.22,2.13,2.12,2.11,414.0,76.0,48.0,79.0,211.0,48.0,41.0,67.0,258.0,141.0,135.0,43495.0,15.0,9.0,3.0,10.0,119.41,8.55,8.36,8.48,8.29,124.0,44.0,63.0,231.0,7.0,2.0,0.0,143.0,19.0,6.0,4.15,2.23,2.16,3.0,2.0,2.0,227.73,168.0,165.67,1.72,0.55,0.59,9.69,9.67,9.56,161.08,14.91,14.25,15.13,14.46,166.0,61.0,54.0,281.0,22.0,19.0,3.0,165.0,47.0,15.0,4.86,5.58,4.47,9.0,9.0,4.0,287.55,227.0,231.7,2.53,3.25,3.25,14.19,14.36,13.93,31.39,34.08,624.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0
8469457,2012,Stephen Weiss,FLA,C,5on5,17,14310.0,317.0,-0.66,0.33,0.53,0.42,0.5,0.4,0.52,70.0,10.93,0.91,0.75,2.44,0.36,6.29,4.26,0.88,0.88,0.86,1.0,0.0,12.0,3.0,7.0,22.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,8.0,12.0,15.0,4.0,11.0,109.0,5.0,8.0,1.0,12.0,1.0,2.0,0.36,0.12,0.43,0.0,0.0,0.0,21.53,15.0,14.66,1.0,0.16,0.33,0.22,0.84,0.83,0.82,317.0,47.0,30.0,70.0,170.0,38.0,35.0,53.0,191.0,109.0,100.0,36191.0,11.0,7.0,2.0,10.0,81.13,4.71,4.58,4.64,4.52,86.0,29.0,41.0,156.0,3.0,2.0,0.0,104.0,8.0,3.0,3.08,0.87,0.76,3.0,0.0,0.0,152.73,115.0,112.67,1.0,0.55,0.59,5.13,5.11,5.07,121.59,9.69,9.46,9.91,9.66,128.0,44.0,46.0,218.0,15.0,13.0,1.0,132.0,33.0,7.0,4.11,3.88,1.71,7.0,7.0,1.0,224.55,172.0,176.7,1.7,1.92,1.78,9.6,9.78,9.63,22.48,20.32,531.0,525.0,0.3,0.38,8.0,15.0,7.0,11.0
8469457,2012,Stephen Weiss,FLA,C,4on5,17,1744.0,44.0,-0.33,0.09,0.12,0.14,0.1,0.14,0.12,51.0,1.52,0.13,0.07,0.18,0.04,0.44,1.14,0.13,0.13,0.13,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,0.02,0.11,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.02,0.0,0.0,0.14,0.14,0.14,44.0,0.0,16.0,2.0,26.0,4.0,3.0,6.0,31.0,7.0,19.0,3470.0,0.0,2.0,1.0,0.0,4.65,0.35,0.35,0.35,0.35,4.0,2.0,1.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,0.08,0.27,0.0,0.0,0.0,0.0,7.0,6.0,6.0,0.04,0.0,0.0,0.39,0.39,0.39,27.09,3.6,3.23,3.6,3.23,27.0,11.0,6.0,44.0,4.0,5.0,1.0,23.0,9.0,6.0,0.53,1.02,2.06,2.0,1.0,1.0,44.0,38.0,38.0,0.61,1.01,1.01,3.21,3.21,2.94,0.88,6.31,10.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
8469457,2012,Stephen Weiss,FLA,C,5on4,17,2387.0,43.0,-0.0,0.93,0.74,0.91,0.81,0.86,0.8,66.0,4.38,0.9,0.32,0.78,0.12,2.6,1.28,0.9,0.9,0.9,0.0,0.0,5.0,1.0,6.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,5.0,1.0,2.0,17.0,0.0,1.0,0.0,4.0,1.0,1.0,0.08,0.15,0.67,0.0,0.0,1.0,12.0,6.0,6.0,0.0,0.08,0.0,0.0,0.98,0.98,0.98,43.0,28.0,0.0,5.0,10.0,5.0,1.0,6.0,31.0,17.0,11.0,2854.0,2.0,0.0,0.0,0.0,21.5,2.27,2.26,2.27,2.26,23.0,7.0,19.0,49.0,2.0,0.0,0.0,25.0,3.0,2.0,0.71,0.37,1.19,0.0,0.0,2.0,49.0,30.0,30.0,0.41,0.0,0.0,2.67,2.67,2.67,3.68,0.18,0.18,0.18,0.18,4.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.06,0.12,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.04,0.0,0.0,0.22,0.22,0.22,5.77,1.98,57.0,13.0,0.0,0.01,0.0,1.0,0.0,1.0
